CASE_ID,ALERT_ID,INVESTIGATOR_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS
CASE0001638,ALT00003799,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0001639,ALT00007392,INV_03,LOW,CLOSED_FALSE_POSITIVE,22
CASE0001640,ALT00010122,INV_03,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0001641,ALT00007930,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001642,ALT00005182,AUTO_SYS,LOW,CLOSED_SAR_FILED,35
CASE0001643,ALT00003947,INV_03,LOW,OPEN,35
CASE0001644,ALT00006583,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001645,ALT00000746,INV_02,MEDIUM,CLOSED_SAR_FILED,42
CASE0001646,ALT00005577,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,24
CASE0001647,ALT00000711,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001648,ALT00000380,INV_03,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001649,ALT00005157,INV_01,LOW,CLOSED_FALSE_POSITIVE,2
CASE0001650,ALT00003128,INV_03,HIGH,CLOSED_FALSE_POSITIVE,10
CASE0001651,ALT00009035,INV_01,HIGH,CLOSED_SAR_FILED,38
CASE0001652,ALT00007439,INV_03,MEDIUM,CLOSED_MONITORING,26
CASE0001653,ALT00008316,INV_01,MEDIUM,CLOSED_SAR_FILED,41
CASE0001654,ALT00009697,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001655,ALT00008541,INV_01,LOW,CLOSED_MONITORING,44
CASE0001656,ALT00005340,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001657,ALT00004790,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0001658,ALT00007975,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0001659,ALT00006941,INV_03,HIGH,CLOSED_SAR_FILED,37
CASE0001660,ALT00005028,INV_02,LOW,CLOSED_MONITORING,42
CASE0001661,ALT00005012,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0001662,ALT00001314,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001663,ALT00008525,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0001664,ALT00004672,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0001665,ALT00007412,INV_04,LOW,OPEN,1
CASE0001666,ALT00004263,INV_03,MEDIUM,OPEN,44
CASE0001667,ALT00007013,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001668,ALT00001286,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0001669,ALT00009525,INV_04,HIGH,CLOSED_FALSE_POSITIVE,28
CASE0001670,ALT00006329,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,14
CASE0001671,ALT00001350,INV_03,MEDIUM,OPEN,24
CASE0001672,ALT00009277,INV_01,HIGH,CLOSED_FALSE_POSITIVE,44
CASE0001673,ALT00002690,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001674,ALT00004093,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001675,ALT00004210,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0001676,ALT00000428,INV_02,LOW,CLOSED_FALSE_POSITIVE,38
CASE0001677,ALT00000654,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,13
CASE0001678,ALT00008261,INV_01,MEDIUM,OPEN,18
CASE0001679,ALT00006523,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0001680,ALT00008047,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0001681,ALT00004826,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001682,ALT00006770,INV_02,LOW,OPEN,20
CASE0001683,ALT00005419,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0001684,ALT00006278,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0001685,ALT00007373,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,19
CASE0001686,ALT00003079,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,21
CASE0001687,ALT00006570,INV_04,HIGH,CLOSED_FALSE_POSITIVE,10
CASE0001688,ALT00000612,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001689,ALT00006327,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0001690,ALT00008294,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001691,ALT00008832,INV_04,LOW,CLOSED_FALSE_POSITIVE,32
CASE0001692,ALT00006774,INV_01,LOW,CLOSED_MONITORING,39
CASE0001693,ALT00004270,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001694,ALT00004716,INV_03,HIGH,CLOSED_SAR_FILED,3
CASE0001695,ALT00001119,INV_02,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0001696,ALT00000555,INV_03,LOW,CLOSED_FALSE_POSITIVE,27
CASE0001697,ALT00007569,INV_03,HIGH,CLOSED_FALSE_POSITIVE,32
CASE0001698,ALT00000512,INV_02,HIGH,CLOSED_FALSE_POSITIVE,7
CASE0001699,ALT00004599,INV_03,LOW,CLOSED_FALSE_POSITIVE,2
CASE0001700,ALT00008157,INV_04,LOW,CLOSED_MONITORING,13
CASE0001701,ALT00000968,INV_02,LOW,CLOSED_SAR_FILED,13
CASE0001702,ALT00002289,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0001703,ALT00009828,INV_04,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0001704,ALT00002021,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0001705,ALT00007049,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0001706,ALT00005366,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0001707,ALT00006585,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001708,ALT00006180,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001709,ALT00004393,INV_02,MEDIUM,OPEN,7
CASE0001710,ALT00004429,INV_02,HIGH,CLOSED_FALSE_POSITIVE,18
CASE0001711,ALT00006926,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001712,ALT00005999,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001713,ALT00008264,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0001714,ALT00006274,INV_04,MEDIUM,OPEN,10
CASE0001715,ALT00003468,INV_01,MEDIUM,CLOSED_MONITORING,43
CASE0001716,ALT00007659,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,6
CASE0001717,ALT00006065,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001718,ALT00001110,INV_04,LOW,OPEN,30
CASE0001719,ALT00005962,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,28
CASE0001720,ALT00005266,INV_03,MEDIUM,OPEN,13
CASE0001721,ALT00001039,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001722,ALT00001195,INV_04,HIGH,OPEN,23
CASE0001723,ALT00003061,INV_03,LOW,CLOSED_SAR_FILED,12
CASE0001724,ALT00003782,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,3
CASE0001725,ALT00006569,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001726,ALT00004355,INV_02,LOW,CLOSED_SAR_FILED,13
CASE0001727,ALT00009904,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0001728,ALT00002692,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001729,ALT00000935,INV_01,MEDIUM,CLOSED_MONITORING,22
CASE0001730,ALT00007720,INV_02,LOW,CLOSED_FALSE_POSITIVE,13
CASE0001731,ALT00002110,INV_02,MEDIUM,CLOSED_SAR_FILED,6
CASE0001732,ALT00009837,INV_03,MEDIUM,OPEN,24
CASE0001733,ALT00005365,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001734,ALT00000395,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001735,ALT00009637,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001736,ALT00007796,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0001737,ALT00009632,INV_03,LOW,CLOSED_MONITORING,38
CASE0001738,ALT00007689,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001739,ALT00010137,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0001740,ALT00009331,INV_02,HIGH,CLOSED_FALSE_POSITIVE,8
CASE0001741,ALT00001298,AUTO_SYS,HIGH,CLOSED_SAR_FILED,26
CASE0001742,ALT00008467,AUTO_SYS,HIGH,CLOSED_SAR_FILED,2
CASE0001743,ALT00001163,INV_01,HIGH,CLOSED_FALSE_POSITIVE,17
CASE0001744,ALT00004419,INV_01,HIGH,CLOSED_FALSE_POSITIVE,23
CASE0001745,ALT00001672,INV_01,LOW,CLOSED_SAR_FILED,1
CASE0001746,ALT00004150,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001747,ALT00002923,INV_02,LOW,CLOSED_FALSE_POSITIVE,14
CASE0001748,ALT00001528,INV_04,HIGH,CLOSED_FALSE_POSITIVE,20
CASE0001749,ALT00005404,INV_02,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001750,ALT00003525,INV_04,MEDIUM,OPEN,44
CASE0001751,ALT00008000,INV_01,MEDIUM,OPEN,14
CASE0001752,ALT00003060,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0001753,ALT00000059,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001754,ALT00006367,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0001755,ALT00007020,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,25
CASE0001756,ALT00008858,AUTO_SYS,HIGH,OPEN,30
CASE0001757,ALT00004707,INV_03,MEDIUM,CLOSED_SAR_FILED,38
CASE0001758,ALT00004449,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0001759,ALT00006638,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,27
CASE0001760,ALT00010094,INV_04,HIGH,CLOSED_FALSE_POSITIVE,35
CASE0001761,ALT00003460,INV_03,LOW,OPEN,41
CASE0001762,ALT00008919,INV_04,LOW,CLOSED_FALSE_POSITIVE,15
CASE0001763,ALT00008052,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0001764,ALT00009171,INV_04,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0001765,ALT00002304,INV_02,LOW,CLOSED_FALSE_POSITIVE,3
CASE0001766,ALT00003291,INV_04,LOW,CLOSED_SAR_FILED,26
CASE0001767,ALT00000677,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0001768,ALT00007927,INV_04,LOW,CLOSED_FALSE_POSITIVE,18
CASE0001769,ALT00004739,INV_01,HIGH,CLOSED_SAR_FILED,11
CASE0001770,ALT00009402,INV_04,MEDIUM,OPEN,38
CASE0001771,ALT00001938,INV_02,LOW,CLOSED_MONITORING,18
CASE0001772,ALT00010103,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,24
CASE0001773,ALT00005024,INV_02,HIGH,CLOSED_FALSE_POSITIVE,19
CASE0001774,ALT00007090,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001775,ALT00002710,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001776,ALT00008546,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0001777,ALT00008107,AUTO_SYS,HIGH,OPEN,8
CASE0001778,ALT00009141,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,27
CASE0001779,ALT00003699,INV_02,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001780,ALT00005466,INV_04,LOW,CLOSED_FALSE_POSITIVE,37
CASE0001781,ALT00000867,AUTO_SYS,MEDIUM,CLOSED_MONITORING,29
CASE0001782,ALT00003429,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0001783,ALT00007881,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001784,ALT00004746,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001785,ALT00005969,INV_01,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001786,ALT00010130,INV_04,HIGH,CLOSED_FALSE_POSITIVE,26
CASE0001787,ALT00001818,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001788,ALT00008892,INV_04,LOW,CLOSED_FALSE_POSITIVE,22
CASE0001789,ALT00002909,INV_02,HIGH,CLOSED_SAR_FILED,29
CASE0001790,ALT00008895,INV_04,LOW,CLOSED_SAR_FILED,6
CASE0001791,ALT00001966,INV_02,HIGH,CLOSED_FALSE_POSITIVE,15
CASE0001792,ALT00009733,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0001793,ALT00009891,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001794,ALT00002639,INV_02,HIGH,CLOSED_MONITORING,31
CASE0001795,ALT00007866,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0001796,ALT00004683,INV_02,LOW,CLOSED_FALSE_POSITIVE,29
CASE0001797,ALT00001211,INV_04,MEDIUM,OPEN,3
CASE0001798,ALT00005640,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001799,ALT00007926,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001800,ALT00001727,INV_01,MEDIUM,CLOSED_SAR_FILED,3
CASE0001801,ALT00006769,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001802,ALT00003937,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,39
CASE0001803,ALT00006437,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0001804,ALT00006852,INV_02,HIGH,CLOSED_FALSE_POSITIVE,29
CASE0001805,ALT00006046,INV_04,LOW,CLOSED_FALSE_POSITIVE,14
CASE0001806,ALT00004951,INV_04,HIGH,CLOSED_FALSE_POSITIVE,17
CASE0001807,ALT00005820,INV_02,MEDIUM,OPEN,4
CASE0001808,ALT00003461,INV_02,LOW,CLOSED_FALSE_POSITIVE,24
CASE0001809,ALT00008960,INV_03,MEDIUM,OPEN,29
CASE0001810,ALT00000618,INV_03,LOW,CLOSED_MONITORING,36
CASE0001811,ALT00007660,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,25
CASE0001812,ALT00007164,INV_03,LOW,OPEN,20
CASE0001813,ALT00005309,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001814,ALT00003306,AUTO_SYS,MEDIUM,CLOSED_MONITORING,22
CASE0001815,ALT00000767,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001816,ALT00006500,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,21
CASE0001817,ALT00009977,INV_01,LOW,CLOSED_MONITORING,33
CASE0001818,ALT00005682,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001819,ALT00002073,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001820,ALT00001145,INV_04,MEDIUM,CLOSED_MONITORING,42
CASE0001821,ALT00002311,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001822,ALT00004505,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001823,ALT00000463,INV_01,LOW,OPEN,12
CASE0001824,ALT00005594,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,34
CASE0001825,ALT00004388,INV_01,LOW,CLOSED_FALSE_POSITIVE,20
CASE0001826,ALT00006916,INV_01,HIGH,CLOSED_SAR_FILED,41
CASE0001827,ALT00008256,INV_03,LOW,CLOSED_MONITORING,11
CASE0001828,ALT00004395,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001829,ALT00005522,INV_04,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001830,ALT00009854,AUTO_SYS,HIGH,OPEN,29
CASE0001831,ALT00003545,INV_01,LOW,CLOSED_SAR_FILED,40
CASE0001832,ALT00009075,INV_03,LOW,CLOSED_FALSE_POSITIVE,1
CASE0001833,ALT00006018,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0001834,ALT00007370,INV_04,LOW,CLOSED_FALSE_POSITIVE,32
CASE0001835,ALT00000829,INV_04,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001836,ALT00006755,INV_03,LOW,CLOSED_FALSE_POSITIVE,26
CASE0001837,ALT00005413,INV_04,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001838,ALT00001673,INV_01,LOW,CLOSED_FALSE_POSITIVE,44
CASE0001839,ALT00002693,INV_02,LOW,CLOSED_MONITORING,16
CASE0001840,ALT00001689,INV_03,LOW,OPEN,11
CASE0001841,ALT00002849,INV_01,HIGH,CLOSED_FALSE_POSITIVE,8
CASE0001842,ALT00005980,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,12
CASE0001843,ALT00006663,AUTO_SYS,LOW,CLOSED_MONITORING,9
CASE0001844,ALT00005339,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0001845,ALT00005698,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001846,ALT00009033,AUTO_SYS,LOW,CLOSED_SAR_FILED,32
CASE0001847,ALT00008745,INV_03,LOW,CLOSED_SAR_FILED,25
CASE0001848,ALT00009762,INV_01,HIGH,CLOSED_FALSE_POSITIVE,43
CASE0001849,ALT00001714,INV_03,LOW,CLOSED_FALSE_POSITIVE,26
CASE0001850,ALT00000021,INV_04,HIGH,CLOSED_SAR_FILED,30
CASE0001851,ALT00006072,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001852,ALT00009233,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001853,ALT00008382,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0001854,ALT00009655,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001855,ALT00001965,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001856,ALT00006158,AUTO_SYS,LOW,CLOSED_SAR_FILED,1
CASE0001857,ALT00007996,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,5
CASE0001858,ALT00001296,INV_03,LOW,CLOSED_MONITORING,39
CASE0001859,ALT00006009,INV_03,LOW,CLOSED_FALSE_POSITIVE,15
CASE0001860,ALT00000592,INV_01,MEDIUM,OPEN,36
CASE0001861,ALT00001407,INV_04,LOW,OPEN,29
CASE0001862,ALT00000222,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001863,ALT00005685,INV_03,HIGH,CLOSED_FALSE_POSITIVE,18
CASE0001864,ALT00005850,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001865,ALT00006508,INV_04,HIGH,CLOSED_MONITORING,13
CASE0001866,ALT00005350,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0001867,ALT00000859,INV_01,MEDIUM,OPEN,32
CASE0001868,ALT00002031,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,30
CASE0001869,ALT00006460,INV_01,HIGH,OPEN,16
CASE0001870,ALT00004843,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0001871,ALT00000842,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001872,ALT00001732,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001873,ALT00006189,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,1
CASE0001874,ALT00002517,INV_02,LOW,CLOSED_MONITORING,6
CASE0001875,ALT00006312,AUTO_SYS,LOW,OPEN,7
CASE0001876,ALT00009794,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0001877,ALT00001656,INV_01,HIGH,CLOSED_FALSE_POSITIVE,29
CASE0001878,ALT00000995,INV_01,LOW,OPEN,32
CASE0001879,ALT00005398,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001880,ALT00000731,INV_03,HIGH,CLOSED_FALSE_POSITIVE,16
CASE0001881,ALT00001555,INV_04,HIGH,CLOSED_FALSE_POSITIVE,12
CASE0001882,ALT00008046,INV_02,HIGH,CLOSED_FALSE_POSITIVE,24
CASE0001883,ALT00008874,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0001884,ALT00004872,INV_03,LOW,CLOSED_FALSE_POSITIVE,24
CASE0001885,ALT00006348,INV_01,LOW,CLOSED_FALSE_POSITIVE,14
CASE0001886,ALT00006066,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0001887,ALT00010083,INV_04,HIGH,CLOSED_FALSE_POSITIVE,23
CASE0001888,ALT00001767,INV_02,HIGH,CLOSED_FALSE_POSITIVE,27
CASE0001889,ALT00009304,INV_03,LOW,CLOSED_FALSE_POSITIVE,43
CASE0001890,ALT00004455,INV_02,LOW,CLOSED_FALSE_POSITIVE,35
CASE0001891,ALT00003048,INV_01,LOW,OPEN,2
CASE0001892,ALT00006152,INV_02,HIGH,OPEN,44
CASE0001893,ALT00000466,INV_04,LOW,CLOSED_FALSE_POSITIVE,37
CASE0001894,ALT00004329,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,8
CASE0001895,ALT00007033,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,6
CASE0001896,ALT00008255,INV_04,HIGH,CLOSED_FALSE_POSITIVE,42
CASE0001897,ALT00004415,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,31
CASE0001898,ALT00004721,INV_02,MEDIUM,OPEN,24
CASE0001899,ALT00000158,INV_02,MEDIUM,OPEN,27
CASE0001900,ALT00005956,INV_01,LOW,CLOSED_FALSE_POSITIVE,2
CASE0001901,ALT00008869,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0001902,ALT00003405,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001903,ALT00000186,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0001904,ALT00001003,INV_03,HIGH,CLOSED_FALSE_POSITIVE,5
CASE0001905,ALT00003144,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0001906,ALT00006735,INV_04,MEDIUM,CLOSED_MONITORING,15
CASE0001907,ALT00000401,INV_02,LOW,CLOSED_FALSE_POSITIVE,38
CASE0001908,ALT00004265,INV_04,MEDIUM,OPEN,9
CASE0001909,ALT00002856,INV_02,LOW,CLOSED_SAR_FILED,31
CASE0001910,ALT00007745,INV_01,LOW,CLOSED_FALSE_POSITIVE,35
CASE0001911,ALT00005823,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0001912,ALT00003383,INV_02,LOW,CLOSED_SAR_FILED,29
CASE0001913,ALT00007634,INV_03,LOW,CLOSED_SAR_FILED,5
CASE0001914,ALT00005154,INV_03,MEDIUM,CLOSED_SAR_FILED,17
CASE0001915,ALT00003384,INV_02,MEDIUM,CLOSED_SAR_FILED,30
CASE0001916,ALT00004030,INV_02,LOW,CLOSED_FALSE_POSITIVE,20
CASE0001917,ALT00002250,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0001918,ALT00006650,INV_01,LOW,CLOSED_MONITORING,39
CASE0001919,ALT00001251,INV_01,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001920,ALT00002214,INV_02,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001921,ALT00006898,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0001922,ALT00000060,INV_01,LOW,OPEN,20
CASE0001923,ALT00009892,INV_04,MEDIUM,CLOSED_SAR_FILED,36
CASE0001924,ALT00001114,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0001925,ALT00003298,INV_04,LOW,CLOSED_FALSE_POSITIVE,10
CASE0001926,ALT00003096,INV_03,HIGH,CLOSED_SAR_FILED,36
CASE0001927,ALT00007435,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001928,ALT00001329,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0001929,ALT00008407,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001930,ALT00006953,INV_02,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001931,ALT00006689,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,41
CASE0001932,ALT00009591,INV_01,HIGH,CLOSED_FALSE_POSITIVE,33
CASE0001933,ALT00004304,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,17
CASE0001934,ALT00007769,INV_04,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001935,ALT00005697,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001936,ALT00007867,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,30
CASE0001937,ALT00003015,AUTO_SYS,HIGH,CLOSED_SAR_FILED,31
CASE0001938,ALT00001551,INV_01,MEDIUM,CLOSED_MONITORING,7
CASE0001939,ALT00001010,INV_02,MEDIUM,CLOSED_SAR_FILED,39
CASE0001940,ALT00001955,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001941,ALT00009120,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,7
CASE0001942,ALT00010148,INV_03,LOW,CLOSED_FALSE_POSITIVE,16
CASE0001943,ALT00001613,INV_02,LOW,OPEN,31
CASE0001944,ALT00003965,INV_02,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001945,ALT00002863,AUTO_SYS,HIGH,OPEN,14
CASE0001946,ALT00009756,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0001947,ALT00001964,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001948,ALT00008522,INV_01,LOW,CLOSED_FALSE_POSITIVE,35
CASE0001949,ALT00000649,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,41
CASE0001950,ALT00001196,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0001951,ALT00009230,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001952,ALT00000880,INV_04,MEDIUM,OPEN,7
CASE0001953,ALT00008075,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,31
CASE0001954,ALT00006859,INV_02,MEDIUM,CLOSED_SAR_FILED,2
CASE0001955,ALT00003791,INV_04,LOW,CLOSED_FALSE_POSITIVE,21
CASE0001956,ALT00003058,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,41
CASE0001957,ALT00007232,INV_01,MEDIUM,OPEN,40
CASE0001958,ALT00004123,INV_02,LOW,CLOSED_FALSE_POSITIVE,15
CASE0001959,ALT00000551,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001960,ALT00008762,INV_02,LOW,CLOSED_SAR_FILED,22
CASE0001961,ALT00009134,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0001962,ALT00007816,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,39
