ALERT_ID,CASE_ID,ACCOUNT_ID,CUSTOMER_ID,TRANSACTION_ID,ALERT_SCORE,ALERT_DATE,IS_STR,ACCOUNT_TYPE,ACCOUNT_RISK,CUSTOMER_TYPE,KYC_RISK,AVG_TXN
AL0000981,CASE002247,ACCT000278,CUST005294,TXN0003263,67,2023-03-03,0,NRE,MEDIUM,INDIVIDUAL,MEDIUM,55186
AL0000982,CASE002854,ACCT004637,CUST003415,TXN0009992,64,2023-05-23,0,CURRENT,MEDIUM,INDIVIDUAL,LOW,31936
AL0000983,CASE002434,ACCT006827,CUST003126,TXN0002225,65,2023-06-15,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,37663
AL0000984,CASE003678,ACCT007904,CUST002277,TXN0001406,70,2024-02-03,0,NRE,HIGH,CORPORATE,HIGH,50817
AL0000985,CASE002365,ACCT006687,CUST000108,TXN0008770,74,2023-01-08,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,47844
AL0000986,CASE002944,ACCT005720,CUST003656,TXN0001616,62,2024-05-04,0,NRE,HIGH,CORPORATE,HIGH,40352
AL0000987,CASE000467,ACCT006835,CUST001858,TXN0001769,74,2023-07-19,0,NRE,LOW,CORPORATE,LOW,40987
AL0000988,CASE004493,ACCT004022,CUST005516,TXN0002214,74,2023-11-24,0,NRO,LOW,CORPORATE,MEDIUM,31166
AL0000989,CASE001636,ACCT005298,CUST002381,TXN0004714,79,2023-06-28,0,SAVINGS,HIGH,INDIVIDUAL,LOW,44774
AL0000990,CASE001860,ACCT008737,CUST001593,TXN0006439,62,2024-12-26,0,NRO,HIGH,CORPORATE,MEDIUM,29360
AL0000991,CASE001121,ACCT007205,CUST001473,TXN0004104,76,2023-09-02,0,CURRENT,HIGH,CORPORATE,LOW,5442
AL0000992,CASE002126,ACCT000374,CUST003243,TXN0008566,71,2024-09-12,0,NRE,MEDIUM,INDIVIDUAL,HIGH,33243
AL0000993,CASE003438,ACCT002871,CUST003093,TXN0009104,61,2024-03-28,0,CURRENT,LOW,INDIVIDUAL,HIGH,10753
AL0000994,CASE003097,ACCT003174,CUST005758,TXN0000774,72,2024-06-28,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,27328
AL0000995,CASE004603,ACCT007746,CUST003312,TXN0007374,69,2024-07-24,0,CURRENT,MEDIUM,INDIVIDUAL,LOW,22310
AL0000996,CASE000339,ACCT004862,CUST005170,TXN0008825,63,2024-08-09,0,CURRENT,LOW,CORPORATE,LOW,28050
AL0000997,CASE002124,ACCT003653,CUST005184,TXN0008804,79,2023-06-22,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,22674
AL0000998,CASE003954,ACCT000421,CUST001726,TXN0009824,74,2024-07-30,0,NRE,LOW,INDIVIDUAL,LOW,5730
AL0000999,CASE004294,ACCT006361,CUST001036,TXN0000818,82,2024-08-06,0,NRE,LOW,INDIVIDUAL,LOW,15781
AL0001000,CASE003577,ACCT005497,CUST005157,TXN0008183,75,2023-07-09,0,CURRENT,HIGH,CORPORATE,LOW,34346
